Name,Country,Latitude,Longitude,Status,Capacity,Continent,Population
Hanbit-5,South Korea,35.405,126.41,Operational,950.0,Asia,51800000
Hanbit-6,South Korea,35.405,126.41,Operational,993.0,Asia,51800000
Hanul-1,South Korea,37.09,129.384444,Operational,903.0,Asia,51800000
Hanul-2,South Korea,37.09,129.384444,Operational,903.0,Asia,51800000
Hanul-3,South Korea,37.09,129.384444,Operational,997.0,Asia,51800000
Hanul-4,South Korea,37.09,129.384444,Operational,950.0,Asia,51800000
Hanul-5,South Korea,37.09,129.384444,Operational,950.0,Asia,51800000
Hanul-6,South Korea,37.09,129.384444,Operational,950.0,Asia,51800000
Kori-1,South Korea,35.321,129.295,Shutdown,558.0,Asia,51800000
Kori-2,South Korea,35.321,129.295,Operational,618.0,Asia,51800000
Kori-3,South Korea,35.321,129.295,Operational,1001.0,Asia,51800000
Kori-4,South Korea,35.321,129.295,Operational,1012.0,Asia,51800000
Shin-Wolsong-1,South Korea,35.722,129.479,Operational,950.0,Asia,51800000
Shin-Wolsong-2,South Korea,35.722,129.479,Operational,950.0,Asia,51800000
Shin-Hanul-1,South Korea,37.083889,129.391667,Operational,1340.0,Asia,51800000
Shin-Hanul-2,South Korea,37.083889,129.391667,Under Construction,1340.0,Asia,51800000
Shin-Kori-1,South Korea,35.327,129.302,Operational,998.0,Asia,51800000
Shin-Kori-2,South Korea,35.327,129.302,Operational,995.0,Asia,51800000
Saeul-1,South Korea,35.327,129.302,Operational,1340.0,Asia,51800000
Saeul-2,South Korea,35.327,129.302,Operational,1340.0,Asia,51800000
Saeul-3,South Korea,35.327,129.302,Under Construction,1340.0,Asia,51800000
Saeul-4,South Korea,35.327,129.302,Under Construction,1340.0,Asia,51800000
Wolsong-1,South Korea,35.71,129.476,Shutdown,629.0,Asia,51800000
Wolsong-2,South Korea,35.71,129.476,Operational,652.0,Asia,51800000
Wolsong-3,South Korea,35.71,129.476,Operational,665.0,Asia,51800000
Wolsong-4,South Korea,35.71,129.476,Operational,669.0,Asia,51800000
Wolsong-5,South Korea,35.7101,129.481,Planned,778.4198895027624,Asia,51800000
Wolsong-6,South Korea,35.7101,129.481,Planned,778.4198895027624,Asia,51800000
Ignalina-1,Lithuania,55.604,26.562,Shutdown,1500.0,Europe,2800000
Ignalina-2,Lithuania,55.604,26.562,Shutdown,1500.0,Europe,2800000
Ignalina-3,Lithuania,55.604,26.562,Cancelled Construction,1380.0,Europe,2800000
Visaginas-1,Lithuania,55.6057,26.575842,Planned,778.4198895027624,Europe,2800000
Visaginas-2,Lithuania,55.6057,26.575842,Planned,778.4198895027624,Europe,2800000
Jaitapur-1,India,16.595278,73.341111,Planned,778.4198895027624,Asia,1410000000
Jaitapur-2,India,16.595278,73.341111,Planned,778.4198895027624,Asia,1410000000
Kaiga-1,India,14.865,74.438,Operational,202.0,Asia,1410000000
Kaiga-2,India,14.865,74.438,Operational,202.0,Asia,1410000000
Kaiga-3,India,14.865,74.438,Operational,202.0,Asia,1410000000
Kaiga-4,India,14.865,74.438,Operational,202.0,Asia,1410000000
Kaiga-5,India,14.868,74.4418,Planned,778.4198895027624,Asia,1410000000
Kaiga-6,India,14.868,74.4422,Planned,778.4198895027624,Asia,1410000000
Kakrapar-1,India,21.236,73.351,Operational,202.0,Asia,1410000000
Kakrapar-2,India,21.236,73.351,Operational,202.0,Asia,1410000000
Kakrapar-3,India,21.236,73.351,Operational,630.0,Asia,1410000000
Kakrapar-4,India,21.236,73.351,Under Construction,630.0,Asia,1410000000
Kalpakkam (PFBR),India,12.553,80.174,Under Construction,470.0,Asia,1410000000
Kalpakkam-1 (Madras-1 / MAPS1),India,12.553,80.174,Suspended Operation,202.0,Asia,1410000000
Kalpakkam-2 (Madras-2 / MAPS2),India,12.553,80.174,Operational,202.0,Asia,1410000000
Kudankulam-1,India,8.167,77.713,Operational,917.0,Asia,1410000000
Kudankulam-2,India,8.167,77.713,Operational,917.0,Asia,1410000000
Kudankulam-3,India,8.16705,77.708,Under Construction,917.0,Asia,1410000000
Kudankulam-4,India,8.16666,77.708,Under Construction,917.0,Asia,1410000000
Kudankulam-5,India,8.16627,77.708,Under Construction,917.0,Asia,1410000000
Kudankulam-6,India,8.16588,77.708,Under Construction,917.0,Asia,1410000000
Narora-1,India,28.156,78.409,Operational,202.0,Asia,1410000000
Narora-2,India,28.155,78.409,Operational,202.0,Asia,1410000000
Rajasthan-1,India,24.876,75.608,Suspended Operation,207.0,Asia,1410000000
Rajasthan-2,India,24.876,75.608,Operational,207.0,Asia,1410000000
Rajasthan-3,India,24.876,75.608,Operational,202.0,Asia,1410000000
Rajasthan-4,India,24.876,75.608,Operational,202.0,Asia,1410000000
Rajasthan-5,India,24.876,75.608,Operational,202.0,Asia,1410000000
Rajasthan-6,India,24.876,75.608,Operational,202.0,Asia,1410000000
Rajasthan-7,India,24.876,75.608,Under Construction,630.0,Asia,1410000000
Rajasthan-8,India,24.876,75.608,Under Construction,630.0,Asia,1410000000
Tarapur-1,India,19.834,72.657,Suspended Operation,200.0,Asia,1410000000
Tarapur-2,India,19.834,72.657,Suspended Operation,200.0,Asia,1410000000
Tarapur-3,India,19.834,72.657,Operational,502.0,Asia,1410000000
Tarapur-4,India,19.834,72.657,Operational,502.0,Asia,1410000000
Koeberg-1,South Africa,-33.677,18.433,Operational,921.0,Africa,60100000
Koeberg-2,South Africa,-33.677,18.433,Operational,921.0,Africa,60100000
Krsko,Slovenia,45.939,15.516,Operational,632.0,Europe,2100000
Laguna Verde-1,Mexico,19.719,-96.405,Operational,780.0,North America,128900000
Laguna Verde-2,Mexico,19.719,-96.405,Operational,780.0,North America,128900000
Loviisa-1,Finland,60.372,26.342,Operational,420.0,Europe,5500000
Loviisa-2,Finland,60.372,26.342,Operational,420.0,Europe,5500000
Olkiluoto-1,Finland,61.235,21.444,Operational,660.0,Europe,5500000
Olkiluoto-2,Finland,61.235,21.444,Operational,660.0,Europe,5500000
Olkiluoto-3,Finland,61.234,21.435,Operational,1600.0,Europe,5500000
Olkiluoto-4,Finland,61.234352,21.436287,Planned,778.4198895027624,Europe,5500000
Paks-1,Hungary,46.574,18.855,Operational,408.0,Europe,9800000
Paks-2,Hungary,46.574,18.855,Operational,410.0,Europe,9800000
Paks-3,Hungary,46.574,18.855,Operational,410.0,Europe,9800000
Paks-4,Hungary,46.574,18.855,Operational,410.0,Europe,9800000
Rooppur-1,Bangladesh,24.066667,89.047222,Under Construction,1080.0,Asia,164700000
Rooppur-2,Bangladesh,24.066667,89.047222,Under Construction,1080.0,Asia,164700000
Zwentendorf,Austria,48.3544,15.8847,Never Commissioned,692.0,Europe,9000000
